"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","joao-MacPro",,,,"User:","joao"
"Cmdline:","dstat -a -v --output ./dstat_8_thread.csv",,,,"Date:","13 May 2019 18:30:03 WEST"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,
50.563,4.293,44.060,1.084,0,0,2461696,157074,160258,0,0,9136,35519,15,0,76,8668352512,11270475776,2269159424,41618247680,0,0,0,2461696,9138,35574,50.562,4.290,44.065,1.083,0
62.138,4.696,32.579,0.587,0,393216,2232320,374319,377666,0,0,10737,35523,16,0,78,8343908352,11565219840,2269224960,41645547520,0,0,393216,2232320,10744,35537,62.164,4.698,32.550,0.587,0
23.376,2.648,73.562,0.414,0,196608,1175552,620805,623332,0,0,7753,23713,3,0,26,8426926080,11480068096,2269237248,41646522368,0,0,196608,1175552,7745,23644,23.230,2.650,73.706,0.414,0
16.362,2.409,80.897,0.332,0,0,1146880,438471,441492,0,0,8967,24468,3,0,114,7954927616,11896057856,2269241344,41701281792,0,0,0,1146880,8966,24466,16.334,2.411,80.923,0.333,0
10.299,2.284,87.334,0.083,0,0,319488,134800,135807,0,0,6058,12475,2,0,63,7720488960,12102275072,2269245440,41728675840,0,0,0,319488,6058,12475,10.299,2.284,87.334,0.083,0
4.583,1.375,94.042,0,0,0,0,624,3542,0,0,2764,3782,0,0,24,7706607616,12116172800,2269245440,41728675840,0,0,0,0,2765,3784,4.536,1.332,94.132,0,0
3.285,1.331,95.385,0,0,0,16384,624,3372,0,0,2428,2809,3,0,15,7707234304,12115505152,2269245440,41728675840,0,0,0,16384,2429,2812,3.290,1.333,95.377,0,0
3.249,0.958,95.793,0,0,0,0,0,1133,0,0,2005,2476,1,0,15,7708004352,12114735104,2269245440,41728675840,0,0,0,0,2005,2474,3.243,0.998,95.759,0,0
3.211,0.751,96.038,0,0,0,0,0,1161,0,0,2721,3217,1,0,20,7699828736,12123762688,2269245440,41728671744,0,0,0,0,2719,3214,3.216,0.710,96.074,0,0
3.958,1.292,94.708,0.042,0,0,593920,0,2093,0,0,2387,3635,4,0,15,7716626432,12107407360,2269245440,41728606208,0,0,0,593920,2387,3675,4.037,1.290,94.632,0.042,0
1.124,1.207,97.669,0,0,0,24576,624,1630,0,0,2139,2764,0,0,15,7723847680,12100063232,2269245440,41728630784,0,0,0,24576,2139,2724,1.082,1.207,97.711,0,0
0.459,1.626,97.916,0,0,0,12288,624,2259,0,0,2135,2708,0,0,15,7724380160,12099477504,2269245440,41728643072,0,0,0,12288,2135,2708,0.417,1.626,97.957,0,0
2.125,1.958,94.667,1.250,0,0,52277248,18446744073707796480,18446744073707448320,0,0,6823,9245,1,8,57,7716085760,12114956288,2269249536,41728589824,0,0,0,52277248,6824,9247,2.127,2.002,94.579,1.293,0
4.362,2.285,89.988,3.365,0,0,66539520,18446744073709185024,18446744073709180928,0,0,10518,20503,0,0,145,7016771584,12816482304,2269270016,41728020480,0,0,0,66539520,10519,20504,4.359,2.242,90.079,3.321,0
8.233,5.156,84.906,1.705,0,16384,10317824,18446744073707327488,18446744073707520000,0,0,18148,35294,1,1,219,6380752896,13497954304,2269298688,41701617664,0,0,16384,10317824,18146,35291,8.243,5.204,84.846,1.707,0
8.291,4.774,85.678,1.256,0,32768,7524352,18446744073709068288,18446744073709029376,0,0,19387,37141,12,0,260,5700317184,14212620288,2269310976,41675419648,0,0,32768,7524352,19405,37203,8.319,4.808,85.619,1.254,0
6.581,3.748,87.880,1.791,0,16384,8298496,18446744073709240320,18446744073709277184,0,0,14227,28264,6,0,153,5047267328,14904905728,2269327360,41649299456,0,0,16384,8298496,14232,28342,6.542,3.708,87.958,1.792,0
5.667,3.167,90.208,0.958,0,0,5754880,18446744073709355008,18446744073709371392,0,0,12165,22231,2,0,209,4942884864,15262781440,2269347840,41406783488,0,0,0,5754880,12154,22109,5.676,3.130,90.234,0.960,0
5.851,3.693,88.880,1.577,0,0,31563776,18446744073709541376,18446744073709527040,0,0,10735,19782,3,0,262,4858613760,15565168640,2269351936,41194504192,0,0,0,31563776,10731,19794,5.880,3.727,88.820,1.573,0
13.196,7.499,77.503,1.801,0,0,10338304,240,1549,0,0,23312,52635,4,0,693,4904218624,15519862784,2269384704,41194463232,0,0,0,10338304,23305,52607,13.208,7.505,77.484,1.803,0
10.322,5.349,75.595,8.734,0,4030464,104419328,18446744073709537280,18446744073709537280,0,0,16292,45765,5,3,395,4924735488,15394762752,2269396992,41293762560,0,0,4030464,105140224,16292,45787,10.330,5.312,75.617,8.741,0
25.683,7.020,58.680,8.617,0,5259264,68468736,18446744073709537280,18446744073709537280,0,0,18202,56780,6,4,415,5104996352,15375134720,2269437952,41136553984,0,0,5259264,67747840,18202,56775,25.630,7.101,58.613,8.655,0
32.005,9.453,52.777,5.765,0,0,108244992,448,6273,0,0,24465,81428,9,2,859,5214511104,15487180800,2269446144,40921407488,0,0,0,108244992,24473,81479,32.105,9.403,52.732,5.760,0
41.434,7.586,41.059,9.921,0,0,153305088,240,15725,0,0,16437,58087,11,4,359,5506809856,15027703808,2269454336,41078878208,0,0,0,153305088,16429,58038,41.493,7.548,41.076,9.883,0
45.289,7.520,35.699,11.491,0,4177920,155893760,400,10689,0,0,16206,67727,4,13,267,5795545088,14526504960,2269466624,41285976064,0,0,4177920,157204480,16207,67708,45.159,7.526,35.729,11.586,0
61.060,11.354,21.489,6.098,0,5111808,22155264,624,9179,0,0,22801,62095,32,2,535,6106750976,14285398016,2269495296,41214595072,0,0,5111808,20848640,22825,62153,61.225,11.372,21.402,6.001,0
74.958,10.823,13.115,1.104,0,5210112,35635200,25130,41232,0,0,21310,63081,28,4,661,6512828416,13841047552,2269515776,41246060544,0,0,5308416,35631104,21329,63197,74.894,10.857,13.147,1.103,0
46.432,7.431,33.375,12.762,0,4079616,156962816,5529,27114,0,0,19446,65506,15,5,381,6602043392,13484097536,2269536256,41502236672,0,0,3981312,156962816,19403,65377,46.429,7.353,33.403,12.815,0
61.545,7.893,21.620,8.942,0,4194304,163590144,2813,20313,0,0,14314,70896,18,3,175,6977617920,13051555840,2269544448,41549086720,0,0,4227072,163590144,14326,70927,61.529,7.938,21.630,8.904,0
69.114,8.101,16.498,6.287,0,5292032,120311808,100175,110895,0,0,13306,46822,27,0,195,7420624896,12400156672,2269564928,41753165824,0,0,5259264,120315904,13329,46795,69.182,8.094,16.442,6.282,0
81.013,6.245,11.603,1.139,0,0,38129664,144978,152738,0,0,14501,41238,21,1,192,7650004992,12225835008,2269630464,41695850496,0,0,0,38166528,14468,41245,80.997,6.208,11.655,1.140,0
65.601,4.962,29.184,0.252,0,0,3117056,212968,222115,0,0,10512,49487,20,0,166,7945007104,11951927296,2269642752,41669595136,0,0,0,3076096,10509,49473,65.616,5.002,29.130,0.252,0
78.868,3.857,17.275,0,0,0,299008,110468,114638,0,0,10184,33915,26,0,75,7941505024,11950264320,2269642752,41669894144,0,0,0,299008,10183,33885,78.839,3.828,17.333,0,0
65.645,4.452,29.651,0.252,0,0,1388544,105599,109053,0,0,10517,35878,15,0,114,8136970240,11723763712,2269757440,41697624064,0,0,0,1388544,10517,35893,65.662,4.481,29.606,0.251,0
44.329,3.033,52.306,0.332,0,196608,1495040,219674,223844,0,0,9087,23021,3,0,80,8264028160,11592478720,2269851648,41698029568,0,0,196608,1495040,9091,23012,44.200,3.035,52.432,0.333,0
18.548,2.531,78.631,0.290,0,196608,987136,336261,338517,0,0,7418,20890,6,0,63,8051466240,11775209472,2269855744,41725566976,0,0,196608,987136,7415,20873,18.597,2.491,78.622,0.291,0
16.066,2.213,81.393,0.328,0,196608,1003520,490485,494147,0,0,6208,18083,4,1,25,8157114368,11668733952,2269868032,41725952000,0,0,196608,1003520,6212,18099,16.031,2.214,81.427,0.328,0
12.145,1.853,85.838,0.165,0,0,593920,250462,253422,0,0,7787,18129,1,0,111,7640186880,12147544064,2269872128,41763205120,0,0,0,593920,7782,18110,12.084,1.891,85.861,0.164,0
5.178,1.491,93.331,0,0,0,12288,64,1839,0,0,2700,3278,1,0,25,7652196352,12117266432,2269872128,41780690944,0,0,0,12288,2702,3281,5.180,1.450,93.369,0,0
3.210,1.376,95.415,0,0,0,0,0,2405,0,0,2145,2674,1,0,15,7653126144,12116336640,2269872128,41780690944,0,0,0,0,2143,2672,3.210,1.376,95.415,0,0
3.125,1.250,95.625,0,0,0,0,624,2262,0,0,2001,2615,1,0,14,7652843520,12116631552,2269872128,41780695040,0,0,0,0,2001,2614,3.128,1.293,95.580,0,0
3.601,0.911,95.488,0,0,0,557056,624,3151,0,0,1993,2956,1,0,15,7678812160,12090662912,2269872128,41780695040,0,0,0,557056,1994,2956,3.636,0.909,95.455,0,0
0.624,0.707,98.668,0,0,0,16384,0,2832,0,0,1697,2516,0,0,10,7679053824,12090499072,2269872128,41780527104,0,0,0,16384,1699,2530,0.583,0.708,98.709,0,0
1.874,1.458,96.626,0.042,0,0,0,0,1887,0,0,3055,5012,1,0,37,7675998208,12093554688,2269872128,41780527104,0,0,0,0,3054,5002,1.873,1.457,96.628,0.042,0
4.451,2.496,89.809,3.245,0,0,116813824,18446744073709293568,18446744073709236224,0,0,8254,15119,4,1,87,7516381184,12259713024,2269892608,41780490240,0,0,0,116850688,8252,15139,4.538,2.498,89.717,3.247,0
5.096,4.177,89.975,0.752,0,16384,4636672,18446744073709258752,18446744073709281280,0,0,12056,21438,2,0,133,7031312384,12775751680,2269900800,41754198016,0,0,16384,4788224,12164,21468,5.050,4.132,90.067,0.751,0
4.328,1.956,93.425,0.291,0,0,3571712,18446744073709340672,18446744073709283328,0,0,8410,16449,1,1,102,7035736064,12778401792,2269900800,41754206208,0,0,0,3383296,8304,16398,4.293,2.001,93.414,0.292,0
6.117,4.078,88.140,1.665,0,16384,6864896,18446744073709283328,18446744073709297664,0,0,15604,29259,10,0,195,6288850944,13802160128,2269937664,41488257024,0,0,16384,6864896,15602,29260,6.198,4.077,88.062,1.664,0
8.928,5.298,83.897,1.877,0,0,27271168,18446744073709127680,18446744073709012992,0,0,17330,34882,0,3,398,5811814400,14320992256,2269954048,41461641216,0,0,0,27271168,17330,34878,8.852,5.303,83.967,1.879,0
10.394,5.239,81.056,3.311,0,16384,22401024,18446744073709441024,18446744073709443072,0,0,19591,44527,5,2,287,4971941888,15193165824,2269990912,41435525120,0,0,16384,22401024,19607,44591,10.493,5.226,80.978,3.303,0
9.345,7.635,81.268,1.752,0,16384,6836224,18446744073709158400,18446744073709209600,0,0,20797,48309,2,0,509,4936167424,15232741376,2270003200,41435738112,0,0,16384,6836224,20789,48267,9.269,7.641,81.336,1.754,0
16.249,4.261,72.807,6.683,0,2310144,107950080,18446744073709529088,18446744073709518848,0,0,14603,72412,7,6,307,5045174272,15262445568,2270023680,41298690048,0,0,2326528,107954176,14610,72450,16.234,4.268,72.762,6.736,0
24.560,6.119,67.854,1.467,0,6979584,6758400,336,3063,0,0,18149,49710,6,0,598,5074403328,15483621376,2270027776,41058435072,0,0,6963200,6754304,18136,49677,24.655,6.069,67.853,1.423,0
21.854,4.698,65.352,8.096,0,0,113364992,18446744073709539328,18446744073709539328,0,0,11937,41827,13,2,212,5209235456,15158226944,2270044160,41245765632,0,0,0,113373184,11946,41829,21.938,4.698,65.268,8.096,0
39.925,6.925,46.058,7.092,0,0,97505280,320,3224,0,0,16807,49459,16,2,236,5401751552,15018225664,2270072832,41193353216,0,0,0,98021376,16870,49594,39.841,6.967,46.058,7.134,0
53.833,12.308,30.196,3.663,0,0,56967168,832,2184,0,0,27731,81687,17,2,835,5761335296,14857363456,2270085120,40996630528,0,0,0,56442880,27663,81675,53.849,12.378,30.157,3.615,0
62.832,9.313,23.093,4.762,0,6848512,90181632,1024,17017,0,0,20244,58601,4,11,612,5963522048,14585729024,2270097408,41056403456,0,0,6897664,90181632,20240,58456,62.838,9.206,23.142,4.814,0
33.584,6.516,45.948,13.952,0,4751360,167747584,30850,48318,0,0,14280,57480,7,5,212,6327160832,14001131520,2270109696,41265496064,0,0,4702208,167747584,14282,57508,33.542,6.558,45.948,13.952,0
31.713,7.373,47.549,13.364,0,6881280,84606976,10657,24772,0,0,15780,56234,24,4,273,6528905216,13695713280,2270138368,41366269952,0,0,6881280,84606976,15797,56310,31.843,7.480,47.388,13.289,0
45.222,9.220,36.295,9.262,0,294912,140156928,143768,154091,0,0,19572,75793,24,3,564,6833668096,13227728896,2270162944,41525833728,0,0,294912,140156928,19561,75815,45.302,9.144,36.284,9.270,0
67.280,9.752,20.744,2.224,0,9191424,47190016,174008,185717,0,0,18303,70501,34,0,525,7207985152,12883787776,2270171136,41489367040,0,0,9191424,47190016,18300,70394,67.351,9.671,20.753,2.225,0
68.439,6.446,20.050,5.065,0,98304,151785472,120851,138121,0,0,13397,66449,20,4,93,7180058624,12723826688,2270179328,41667452928,0,0,98304,152571904,13455,66809,68.397,6.446,20.092,5.065,0
80.666,8.972,8.888,1.474,0,0,61489152,12573,22137,0,0,15195,41466,19,1,255,7410774016,12435861504,2270195712,41723891712,0,0,0,60702720,15138,41111,80.666,8.972,8.888,1.474,0
85.182,4.361,9.907,0.550,0,0,8712192,16311,21702,0,0,12421,28946,16,0,147,7666003968,12202688512,2270216192,41697890304,0,0,0,8712192,12414,28917,85.182,4.361,9.907,0.550,0
56.281,4.243,39.060,0.416,0,0,2519040,10090,20447,0,0,9066,30656,11,0,95,7884517376,11977666560,2270220288,41698381824,0,0,0,2519040,9067,30663,56.221,4.286,39.076,0.416,0
45.058,2.554,52.265,0.124,0,196608,786432,191490,195643,0,0,7949,33174,13,0,75,8075100160,11783036928,2270236672,41698676736,0,0,196608,786432,7950,33234,45.062,2.510,52.305,0.123,0
54.915,3.733,40.979,0.373,0,0,1196032,266637,270296,0,0,9142,30385,12,0,69,8271003648,11583188992,2270253056,41698836480,0,0,0,1200128,9162,30350,54.873,3.733,41.020,0.373,0
17.783,3.060,79.074,0.083,0,196608,937984,145493,148655,0,0,7353,16573,2,0,73,8032538624,11790073856,2270261248,41726574592,0,0,196608,933888,7340,16561,17.681,3.064,79.172,0.083,0
11.967,2.029,85.673,0.331,0,196608,782336,424628,427280,0,0,5770,17135,3,0,16,8123666432,11698286592,2270281728,41726832640,0,0,196608,782336,5761,17125,11.930,2.030,85.708,0.331,0
10.392,2.433,86.969,0.206,0,0,663552,352539,355589,0,0,7401,17135,1,0,78,7911804928,11883040768,2270289920,41754198016,0,0,0,663552,7402,17124,10.355,2.434,87.005,0.206,0
3.821,0.997,95.141,0.042,0,0,40960,11691,14259,0,0,4391,8359,1,0,71,7624085504,12143116288,2270289920,41781559296,0,0,0,40960,4389,8358,3.854,1.036,95.068,0.041,0
0.995,1.575,97.389,0.041,0,0,540672,624,2329,0,0,2106,2571,0,0,10,7623720960,12143656960,2270289920,41781379072,0,0,0,540672,2107,2573,0.954,1.535,97.470,0.041,0
0.334,1.126,98.540,0,0,0,0,0,3644,0,0,1806,2317,0,0,15,7624744960,12142632960,2270289920,41781379072,0,0,0,0,1808,2320,0.375,1.126,98.499,0,0
2.546,2.504,92.613,2.337,0,0,114380800,18446744073709338624,18446744073709283328,0,0,6955,11647,3,0,84,7629406208,12144103424,2270289920,41781452800,0,0,0,114380800,6962,11660,2.549,2.549,92.562,2.340,0
5.034,3.733,90.562,0.671,0,16384,5767168,18446744073709447168,18446744073709422592,0,0,12954,23858,2,1,146,6983745536,12819599360,2270298112,41755361280,0,0,16384,5767168,12946,23842,4.992,3.775,90.562,0.671,0
1.459,0.917,97.541,0.083,0,0,1372160,18446744073709404160,18446744073709455360,0,0,3248,5726,0,0,21,6976655360,12828557312,2270302208,41755332608,0,0,0,1372160,3246,5724,1.458,0.833,97.626,0.083,0
0.707,1.289,97.963,0.042,0,0,479232,704,2438,0,0,1746,2351,0,1,13,6976729088,12828663808,2270302208,41755152384,0,0,0,483328,1748,2357,0.707,1.330,97.922,0.042,0
0.875,1.458,97.668,0,0,0,36864,0,1510,0,0,2807,4519,2,0,35,6906007552,12899323904,2270302208,41755164672,0,0,0,32768,2806,4513,0.917,1.418,97.665,0,0
7.769,4.985,86.165,1.080,0,0,7110656,18446744073709230080,18446744073709142016,0,0,15014,32524,1,0,260,6268174336,13813575680,2270310400,41489608704,0,0,0,7110656,15015,32524,7.766,5.025,86.130,1.080,0
7.268,3.885,85.129,3.718,0,16384,33251328,18446744073709398016,18446744073709443072,0,0,13511,26567,3,1,336,6255599616,13833797632,2270322688,41488515072,0,0,16384,33251328,13511,26584,7.429,3.881,84.975,3.715,0
11.767,5.946,80.067,2.219,0,0,11902976,18446744073709127680,18446744073709015040,0,0,20274,47746,3,0,402,6121545728,14000152576,2270351360,41463181312,0,0,0,11902976,20281,47731,11.577,5.956,80.243,2.223,0
10.553,8.189,79.401,1.857,0,16384,27230208,18446744073709203456,18446744073709211648,0,0,24458,56105,1,3,494,5069201408,15018176512,2270384128,41506267136,0,0,16384,27230208,24449,56103,10.591,8.143,79.367,1.899,0
21.298,5.491,64.476,8.735,0,9207808,109293568,18446744073709395968,18446744073709455360,0,0,16171,46411,4,5,280,5232590848,14715265024,2270404608,41644613632,0,0,9207808,109981696,16188,46417,21.331,5.530,64.407,8.732,0
14.549,5.115,71.488,8.847,0,98304,116776960,18446744073709527040,18446744073709520896,0,0,12851,54530,5,1,214,5268807680,14629994496,2270416896,41696473088,0,0,98304,116092928,12836,54532,14.555,5.076,71.560,8.809,0
22.409,6.211,67.814,3.567,0,0,19550208,18446744073709539328,18446744073709516800,0,0,20862,54849,9,0,673,5181972480,15522050048,2270441472,40911740928,0,0,0,19546112,20860,54875,22.432,6.247,67.757,3.564,0
36.884,5.723,55.681,1.713,0,0,58863616,1184,3059,0,0,13639,45117,11,3,450,5354696704,15305019392,2270441472,40954777600,0,0,0,58863616,13640,45092,36.952,5.678,55.658,1.712,0
42.267,8.850,43.784,5.099,0,0,46358528,944,6026,0,0,20491,56889,19,2,419,5560549376,15097368576,2270490624,40955355136,0,0,0,46362624,20496,56906,42.267,8.892,43.742,5.099,0
57.396,13.102,25.106,4.396,0,6324224,39055360,28022,33544,0,0,25347,76828,18,2,786,5990981632,14630928384,2270507008,40986476544,0,0,6422528,39051264,25347,76826,57.396,13.102,25.106,4.396,0
46.853,10.858,37.938,4.351,0,7307264,54452224,1035,20277,0,0,22937,70497,7,5,599,6201196544,14200168448,2270519296,41191981056,0,0,7208960,55762944,22932,70487,46.768,10.858,37.981,4.394,0
18.440,3.755,58.365,19.441,0,4849664,164532224,10410,37989,0,0,14647,44407,13,1,276,6241660928,14079922176,2270531584,41264050176,0,0,4849664,163659776,14651,44437,18.474,3.795,58.340,19.391,0
43.538,6.608,36.763,13.091,0,327680,213590016,86202,102779,0,0,12742,70190,20,5,195,6524096512,13482524672,2270547968,41570414592,0,0,327680,213151744,12739,70171,43.617,6.572,36.710,13.102,0
65.735,8.047,18.001,8.217,0,9158656,122073088,153540,163525,0,0,13278,52787,22,1,103,7007289344,12889300992,2270572544,41677160448,0,0,9158656,122109952,13289,52849,65.749,8.044,17.993,8.213,0
63.457,7.822,21.825,6.897,0,98304,149696512,180370,191013,0,0,13443,59680,34,0,196,7296237568,12454068224,2270588928,41820561408,0,0,98304,149659648,13444,59618,63.487,7.815,21.807,6.891,0
74.183,7.856,16.136,1.826,0,0,18710528,20391,28004,0,0,17141,52062,20,1,350,7257882624,12557094912,2270621696,41753579520,0,0,0,18710528,17129,52053,74.203,7.820,16.150,1.827,0
56.344,4.549,38.982,0.125,0,0,3063808,80,3905,0,0,13786,46685,21,0,219,7417819136,12447272960,2270625792,41699606528,0,0,0,3063808,13787,46699,56.362,4.547,38.965,0.125,0
68.726,4.708,26.566,0,0,0,0,704,8329,0,0,9056,33499,18,0,98,7698415616,12162437120,2270625792,41699594240,0,0,0,0,9054,33475,68.684,4.750,26.566,0,0
71.309,3.649,24.874,0.168,0,0,749568,704,6039,0,0,9423,24343,10,0,54,7894872064,11962728448,2270638080,41699717120,0,0,0,749568,9424,24339,71.183,3.607,25.042,0.168,0
50.956,3.616,45.345,0.083,0,0,405504,62595,66498,0,0,8399,31066,13,0,121,8142749696,11710029824,2270638080,41699885056,0,0,0,405504,8400,31098,51.020,3.620,45.277,0.083,0
35.272,2.451,61.986,0.291,0,0,1085440,76998,80636,0,0,7418,20992,8,0,72,8236679168,11611443200,2270646272,41700110336,0,0,0,1085440,7417,21020,35.189,2.493,62.027,0.291,0
17.338,2.219,80.033,0.411,0,589824,1363968,534136,536174,0,0,6452,21927,3,0,14,8385310720,11460874240,2270658560,41700642816,0,0,589824,1363968,6454,21887,17.304,2.178,80.107,0.411,0
14.903,3.170,81.639,0.288,0,0,1400832,552049,556202,0,0,8839,24398,3,0,107,7918997504,11874131968,2270666752,41753575424,0,0,0,1400832,8839,24381,14.909,3.171,81.631,0.288,0
6.794,2.361,90.804,0.041,0,0,319488,110399,113239,0,0,5874,11759,1,0,82,7670943744,12091867136,2270670848,41782968320,0,0,0,319488,5876,11762,6.744,2.358,90.856,0.041,0
0.916,1.457,97.545,0.083,0,0,540672,0,1665,0,0,2393,3291,0,0,21,7672193024,12090781696,2270670848,41782788096,0,0,0,540672,2392,3301,0.915,1.497,97.505,0.083,0
0.459,0.459,99.082,0,0,0,0,0,3330,0,0,1690,2475,1,0,15,7673081856,12089888768,2270670848,41782792192,0,0,0,0,1688,2461,0.459,0.418,99.123,0,0
2.496,1.913,92.221,3.369,0,0,95461376,18446744073709338624,18446744073709285376,0,0,6828,9030,0,2,53,7664107520,12105641984,2270670848,41782734848,0,0,0,95461376,6825,9026,2.498,1.957,92.173,3.372,0
5.105,3.766,90.209,0.921,0,0,23564288,18446744073709449216,18446744073709422592,0,0,12166,23996,2,0,145,7032991744,12765241344,2270683136,41756684288,0,0,0,23564288,12167,24002,5.105,3.766,90.209,0.921,0
1.551,2.263,95.893,0.293,0,16384,2457600,18446744073709404160,18446744073709455360,0,0,6061,9173,0,0,48,7010643968,12790779904,2270683136,41756741632,0,0,16384,2457600,6061,9170,1.549,2.219,95.938,0.293,0
0.500,1.333,98.167,0,0,0,0,80,1424,0,0,1619,2304,0,0,13,7010390016,12791496704,2270683136,41756745728,0,0,0,0,1619,2301,0.500,1.374,98.126,0,0
1.793,1.293,96.872,0.042,0,0,765952,18446744073709539328,18446744073709533184,0,0,4740,7866,1,2,54,6920888320,12881620992,2270683136,41756520448,0,0,0,1036288,4763,7870,1.796,1.295,96.867,0.042,0
3.990,3.367,92.269,0.374,0,0,2715648,48,18446744073709547520,0,0,8578,15520,1,0,254,6911881216,13135499264,2270707712,41516605440,0,0,0,2445312,8554,15516,4.032,3.325,92.269,0.374,0
5.948,3.494,88.270,2.288,0,0,34983936,1082,2453,0,0,7907,17244,6,2,117,6925262848,13122007040,2270740480,41516654592,0,0,0,35000320,7911,17275,5.902,3.574,88.196,2.328,0
11.508,7.728,79.504,1.260,0,16384,7180288,18446744073709174784,18446744073709066240,0,0,24693,54968,2,0,593,6821228544,13257682944,2270748672,41491021824,0,0,16384,7163904,24689,54939,11.513,7.689,79.580,1.218,0
17.647,6.261,67.479,8.613,0,16384,101990400,18446744073709135872,18446744073709105152,0,0,22337,57767,5,3,437,5941747712,14080401408,2270769152,41560162304,0,0,16384,102678528,22343,57774,17.751,6.211,67.394,8.645,0
25.599,6.095,62.757,5.549,0,9289728,23293952,18446744073709195264,18446744073709209600,0,0,22077,60214,10,2,338,5297520640,14750482432,2270785536,41541656576,0,0,9289728,22900736,22114,60384,25.641,6.179,62.673,5.507,0
16.813,4.684,69.971,8.532,0,16384,109359104,18446744073709391872,18446744073709443072,0,0,12296,67378,7,1,178,5412966400,14497951744,2270793728,41680445440,0,0,16384,109064192,12254,67204,16.743,4.646,70.071,8.539,0
30.055,5.717,59.983,4.245,0,0,40030208,752,18446744073709549568,0,0,14855,51554,5,0,340,5421744128,14768001024,2270806016,41409052672,0,0,0,40030208,14863,51594,30.097,5.675,59.983,4.245,0
45.887,4.092,48.685,1.336,0,0,32153600,18446744073709541376,18446744073709529088,0,0,12625,39599,16,0,223,5586251776,14820728832,2270810112,41197154304,0,0,0,32153600,12616,39574,45.932,4.088,48.644,1.335,0
46.771,8.907,42.127,2.195,0,0,10719232,18446744073709539328,18446744073709537280,0,0,22761,53837,16,0,556,5754458112,14652354560,2270826496,41196810240,0,0,0,10719232,22827,53898,46.771,8.949,42.085,2.195,0
16.425,5.503,68.308,9.764,0,9191424,69586944,31691,28195,0,0,19560,44896,2,1,460,5853708288,14793240576,2270867456,40960217088,0,0,9191424,69591040,19506,44842,16.287,5.470,68.462,9.780,0
15.436,7.509,70.088,6.967,0,98304,110673920,5489,17884,0,0,18699,46965,3,2,505,5890568192,14441152512,2270871552,41266995200,0,0,98304,110669824,18687,46941,15.436,7.509,70.088,6.967,0
29.941,8.277,52.365,9.417,0,212992,139825152,18446744073709424640,18446744073709473792,0,0,24715,76242,12,1,721,5520982016,14854696960,2270900224,41221230592,0,0,212992,139829248,24727,76301,30.046,8.260,52.255,9.440,0
31.370,5.388,54.135,9.106,0,2916352,161431552,184008,182827,0,0,14324,63803,11,3,164,5482233856,14616809472,2270904320,41492074496,0,0,2981888,161427456,14332,63883,31.242,5.521,54.161,9.076,0
31.676,6.318,49.452,12.553,0,6373376,121180160,18446744073709434880,18446744073709479936,0,0,15900,52091,14,5,230,5626298368,14445293568,2270908416,41518997504,0,0,6307840,121180160,15890,51973,31.818,6.229,49.369,12.584,0
47.091,9.444,40.514,2.951,0,0,14336000,148,8259,0,0,20864,75530,23,1,596,5953585152,14138294272,2270937088,41496952832,0,0,0,14336000,20931,75635,47.133,9.444,40.514,2.909,0
71.550,7.751,18.995,1.704,0,0,74731520,18446744073709545472,18446744073709537280,0,0,17070,55932,20,0,336,6130900992,14083518464,2270957568,41371193344,0,0,0,74731520,16993,55872,71.496,7.797,19.003,1.704,0
81.914,6.480,10.080,1.525,0,0,132423680,580,7160,0,0,12613,34153,29,2,63,6469791744,13544370176,2270961664,41566928896,0,0,0,132423680,12629,34117,82.022,6.387,10.068,1.523,0
87.060,5.402,7.077,0.461,0,0,10125312,5458,13330,0,0,12931,26932,26,0,173,6768087040,13315604480,2270973952,41495052288,0,0,0,10125312,12921,26914,87.011,5.422,7.104,0.462,0
58.913,4.467,35.356,1.264,0,5292032,34271232,29821,34182,0,0,11766,27785,4,1,182,6978662400,13104041984,2270998528,41490751488,0,0,5341184,34271232,11762,27778,58.873,4.500,35.366,1.262,0
31.768,3.049,64.400,0.783,0,3997696,356352,82705,87154,0,0,7540,32737,9,0,98,7147646976,12931756032,2271002624,41490640896,0,0,3948544,356352,7538,32743,31.837,3.007,64.374,0.783,0
45.247,2.657,51.308,0.789,0,196608,7774208,257571,261822,0,0,7956,31968,10,0,23,7280402432,12792578048,2271027200,41495293952,0,0,196608,7774208,7958,32047,45.292,2.655,51.265,0.788,0
56.451,3.382,39.666,0.501,0,196608,1540096,373215,374805,0,0,8985,28685,12,0,33,7404158976,12668862464,2271047680,41495965696,0,0,196608,1540096,8993,28609,56.433,3.425,39.641,0.501,0
21.464,1.902,76.510,0.124,0,0,1179648,212630,215442,0,0,8879,19000,3,0,107,6902071296,13139062784,2271064064,41527570432,0,0,0,1179648,8869,18983,21.316,1.904,76.656,0.124,0
8.550,1.487,89.963,0,0,0,0,0,2175,0,0,4140,4713,3,0,35,6926479360,13090836480,2271064064,41550610432,0,0,0,0,4141,4715,8.591,1.446,89.963,0,0
